"sent_n","ISO_language","coll","best","dstar","q1","q2","type","sent_numb","omega"
"5","zho","PUD","0","2","0.2727","0.7273","0",4,0.625
"50","ara","PSUD","4","4","0.7129","0.0676","3-4",2,0.891014489641052
"50","ara","PUD","4","4","0.6733","0.0748","3-4",2,0.876748269595933
"50","deu","PSUD","5","4","0.5941","0.1222","5",1,0.856375838926175
"50","deu","PUD","5","6","0.4654","0.0908","5",1,0.828337874659401
"50","fra","PSUD","5","4","0.6457","0.1951","5",1,0.972972972972973
"50","fra","PUD","5","4","0.6039","0.202","5",1,0.969904240766074
"50","jpn","PSUD","7","19","0.7119","0.0889","6-7",3,0.892385262825729
"50","jpn","PUD","4","8","0.4808","0.0448","3-4",3,0.895299817792898
"50","por","PSUD","5","4","0.6903","0.1445","5",1,0.951935914552737
"50","por","PUD","3","6","0.5196","0.1195","3-4",1,0.937244201909959
"51","fra","PSUD","4","5","0.6338","0.001","3-4",2,0.946858323693974
"51","fra","PUD","4","6","0.4684","0.0904","3-4",2,0.909938422007082
"51","hin","PSUD","4","4","0.6712","0.0239","3-4",1,0.898283305457809
"51","hin","PUD","5","4","0.5822","0.1469","5",1,0.902428489840204
"51","ita","PSUD","5","4","0.6636","0.1633","5",2,0.961813732308958
"51","ita","PUD","3","8","0.4578","0.1071","3-4",2,0.953170820278543
"51","jpn","PSUD","7","18","0.7018","0.0946","6-7",4,0.904214901815652
"51","jpn","PUD","4","7","0.5302","0.0481","3-4",4,0.923068194089316
"51","por","PSUD","5","3","0.7438","0.2113","5",1,0.962852278884595
"51","por","PUD","3","8","0.4498","0.1477","3-4",1,0.955767582060892
"51","spa","PSUD","1","5","0.5467","0.5237","1",1,0.992314264596813
"51","spa","PUD","5","3","0.6302","0.2388","5",1,0.970770606390343
"51","tha","PSUD","5","2","0.8929","0.25","5",1,0.971746587437249
"51","tha","PUD","5","2","0.8823","0.25","5",1,0.971600700688167
"52","fra","PSUD","4","4","0.699","0.0223","3-4",1,0.947826086956522
"52","fra","PUD","3","4","0.613","0.1364","3-4",1,0.919293820933165
"52","hin","PSUD","5","2","0.8625","0.1375","5",2,0.817128307417985
"52","hin","PUD","5","3","0.6665","0.1278","5",2,0.84094051562725
"52","isl","PSUD","5","6","0.5567","0.1243","5",1,0.948402948402948
"52","isl","PUD","5","8","0.4646","0.1079","5",1,0.957070707070707
"52","jpn","PSUD","4","7","0.6098","0.001","3-4",1,0.870485678704857
"52","jpn","PUD","4","7","0.5703","0.0095","3-4",1,0.877707006369427
"52","por","PSUD","4","7","0.56","0.0122","3-4",1,0.907407407407407
"52","por","PUD","3","7","0.4566","0.0957","3-4",1,0.89937106918239
"52","tha","PSUD","5","2","0.85","0.2326","5",1,0.94320987654321
"52","tha","PUD","5","2","0.8402","0.2283","5",1,0.954659949622166
"53","fra","PSUD","5","4","0.6826","0.1593","5",1,0.967895362663496
"53","fra","PUD","3","7","0.4343","0.1844","3-4",1,0.957627118644068
"53","ita","PSUD","5","5","0.5763","0.1724","5",1,0.975903614457831
"53","ita","PUD","3","7","0.4883","0.1018","3-4",1,0.951040391676867
"53","jpn","PSUD","5","3","0.775","0.1062","5",2,0.869925319546173
"53","jpn","PUD","5","4","0.6044","0.1119","5",2,0.892011339343805
"53","por","PSUD","4","4","0.6876","0.001","3-4",1,0.936829558998808
"53","por","PUD","3","5","0.5157","0.1293","3-4",1,0.904589371980676
"54","fra","PSUD","4","6","0.6347","0.0101","3-4",1,0.919379288652805
"54","fra","PUD","3","7","0.4838","0.0846","3-4",1,0.904341181582335
"54","jpn","PSUD","5","5","0.6381","0.0998","5",1,0.946142113773066
"54","jpn","PUD","5","6","0.5474","0.1019","5",1,0.946553080343501
"54","spa","PSUD","4","6","0.5605","0.001","3-4",1,0.923921300559689
"54","spa","PUD","4","5","0.5272","0.0095","3-4",1,0.878425365331777
"55","jpn","PSUD","7","2","0.9622","0.1193","6-7",1,0.919477693144722
"55","jpn","PUD","4","5","0.6459","0.0198","3-4",1,0.917127071823204
"55","tha","PSUD","5","2","0.8302","0.3396","5",1,0.984699453551913
"55","tha","PUD","5","2","0.7637","0.3438","5",1,0.988888888888889
"56","eng","PSUD","5","3","0.7784","0.2107","5",1,0.978969505783386
"56","eng","PUD","3","6","0.5439","0.1213","3-4",1,0.960385438972163
"56","ita","PSUD","4","4","0.705","0.0424","3-4",1,0.935654008438819
"56","ita","PUD","4","7","0.4405","0.001","3-4",1,0.89247311827957
"56","jpn","PSUD","7","7","0.9316","0.1667","6-7",1,0.94006309148265
"56","jpn","PUD","5","5","0.5881","0.1137","5",1,0.947027027027027
"57","por","PSUD","7","6","0.6658","0.1173","6-7",1,0.913938866220499
"57","por","PUD","4","6","0.4777","0.0059","3-4",1,0.869027607330329
"57","spa","PSUD","4","4","0.717","0.0067","3-4",1,0.929206808458247
"57","spa","PUD","3","5","0.5477","0.106","3-4",1,0.900484103372138
"58","hin","PSUD","7","4","0.9395","0.121","6-7",1,0.897131552917903
"58","hin","PUD","5","4","0.6636","0.1003","5",1,0.911379657603223
"58","jpn","PSUD","5","3","0.7543","0.1247","5",1,0.901185770750988
"58","jpn","PUD","5","4","0.6167","0.1221","5",1,0.925737538148525
"58","por","PSUD","4","6","0.5794","0.0263","3-4",1,0.977205153617443
"58","por","PUD","3","7","0.4875","0.1068","3-4",1,0.962550607287449
"58","spa","PSUD","5","4","0.6808","0.1676","5",2,0.97877383797493
"58","spa","PUD","3","7","0.4791","0.1238","3-4",2,0.961357373744081
"59","ita","PSUD","1","3","0.6191","0.4203","1",1,0.995260663507109
"59","ita","PUD","5","4","0.5392","0.218","5",1,0.9736328125
"59","jpn","PSUD","5","7","0.579","0.0563","5",1,0.934967012252592
"59","jpn","PUD","3","7","0.528","0.0744","3-4",1,0.943159922928709
"6","ara","PSUD","5","2","0.7959","0.5417","5",19,0.685406554094029
"6","ara","PUD","5","2","0.6874","0.6154","5",19,0.718378517261942
"6","ces","PSUD","1","2","0.655","0.7069","1",25,0.755564421145825
"6","ces","PUD","2","4","0.5438","0.6641","2",25,0.496608927547604
"6","deu","PSUD","5","3","0.5874","0.6658","5",13,0.639401113665782
"6","deu","PUD","5","4","0.4326","0.6328","5",13,0.22382663174488
"6","eng","PSUD","1","2","0.7222","0.625","1",13,0.75430002674223
"6","eng","PUD","2","3","0.4433","0.7348","2",13,0.513158009062355
"6","fin","PSUD","7","3","0.6133","0.7762","6-7",45,0.692270748587125
"6","fin","PUD","2","4","0.5449","0.7902","2",45,0.566193849590509
"6","fra","PSUD","1","2","0.4462","0.6","1",5,0.460507699292131
"6","fra","PUD","0","4","0.3809","0.7694","0",5,0.314290612209913
"6","hin","PSUD","5","2","0.7772","0.4222","5",11,0.441714417723158
"6","hin","PUD","5","4","0.5281","0.6238","5",11,0.519865535767015
"6","ind","PSUD","5","2","0.8123","0.5161","5",12,0.67038024821225
"6","ind","PUD","2","2","0.4556","0.6222","2",12,0.562503144670585
"6","isl","PSUD","5","3","0.6018","0.771","5",21,0.721370277481574
"6","isl","PUD","2","4","0.4582","0.7347","2",21,0.368432302553798
"6","ita","PSUD","1","2","0.6248","0.7333","1",13,0.759729899778972
"6","ita","PUD","2","3","0.4551","0.6284","2",13,0.407083326874603
"6","jpn","PSUD","1","2","0.875","0.5","1",2,0.7000014999925
"6","jpn","PUD","0","2","0.5556","0.6667","0",2,0.785715816315598
"6","kor","PSUD","5","2","0.6901","0.4508","5",27,0.372412832043925
"6","kor","PUD","5","2","0.6694","0.4524","5",27,0.333804862580696
"6","pol","PSUD","1","2","0.6483","0.7368","1",26,0.80040520812733
"6","pol","PUD","2","4","0.5356","0.7145","2",26,0.566001830495923
"6","por","PSUD","1","3","0.6877","0.7339","1",12,0.800631492833423
"6","por","PUD","2","3","0.494","0.7814","2",12,0.63277549537653
"6","rus","PSUD","1","2","0.5957","0.6842","1",14,0.702252719919999
"6","rus","PUD","1","4","0.5518","0.8147","1",14,0.629954369757551
"6","spa","PSUD","1","3","0.6209","0.8334","1",9,0.760925821984538
"6","spa","PUD","2","3","0.478","0.8835","2",9,0.68403565333027
"6","swe","PSUD","2","3","0.5695","0.7084","2",22,0.647691229189254
"6","swe","PUD","2","4","0.4449","0.6844","2",22,0.297045734595273
"6","tha","PSUD","1","3","0.6596","0.755","1",6,0.73970739142722
"6","tha","PUD","1","4","0.5507","0.689","1",6,0.590338949383838
"6","tur","PSUD","5","2","0.6674","0.514","5",28,0.492154912604217
"6","tur","PUD","5","2","0.6739","0.5354","5",28,0.581155022788148
"6","zho","PSUD","5","3","0.5238","0.6938","5",15,0.57042276846083
"6","zho","PUD","2","4","0.4981","0.7001","2",15,0.476726154849324
"60","ita","PSUD","5","5","0.5672","0.1185","5",1,0.936900906585504
"60","ita","PUD","4","8","0.4379","0.0151","3-4",1,0.927677120610142
"61","jpn","PSUD","6","9","0.739","0.0612","6-7",1,0.852112676056338
"61","jpn","PUD","5","8","0.4573","0.051","5",1,0.869167429094236
"63","tha","PSUD","3","4","0.745","0.0795","3-4",1,0.922676384216111
"63","tha","PUD","5","5","0.603","0.0887","5",1,0.921317183824822
"64","jpn","PSUD","7","8","0.9629","0.1089","6-7",1,0.920318725099602
"64","jpn","PUD","4","9","0.4876","0.001","3-4",1,0.925324675324675
"67","jpn","PSUD","5","4","0.7355","0.0848","5",1,0.934545454545455
"67","jpn","PUD","3","7","0.5121","0.0682","3-4",1,0.933184855233853
"7","ara","PSUD","1","2","0.7271","0.6304","1",16,0.8296875
"7","ara","PUD","5","2","0.736","0.5536","5",16,0.815228174603175
"7","ces","PSUD","2","5","0.5565","0.7523","2",35,0.624070294784581
"7","ces","PUD","2","5","0.5081","0.6953","2",35,0.580249433106576
"7","deu","PSUD","5","2","0.6246","0.5161","5",19,0.641604010025063
"7","deu","PUD","5","5","0.393","0.6983","5",19,0.328007518796992
"7","eng","PSUD","1","5","0.5883","0.7497","1",22,0.72994227994228
"7","eng","PUD","2","5","0.4301","0.6925","2",22,0.423701298701299
"7","fin","PSUD","6","4","0.6818","0.5792","6-7",55,0.751435786435786
"7","fin","PUD","7","4","0.5161","0.7238","6-7",55,0.609516594516594
"7","fra","PSUD","2","3","0.6213","0.8047","2",12,0.833333333333333
"7","fra","PUD","2","4","0.53","0.8319","2",12,0.705191798941799
"7","hin","PSUD","4","3","0.6684","0.001","3-4",10,0.303333333333333
"7","hin","PUD","5","2","0.6798","0.3913","5",10,0.385119047619048
"7","ind","PSUD","1","2","0.7139","0.6111","1",23,0.794755003450656
"7","ind","PUD","2","5","0.5483","0.6955","2",23,0.698498964803313
"7","isl","PSUD","5","2","0.7741","0.5735","5",23,0.782850241545894
"7","isl","PUD","1","2","0.6176","0.56","1",23,0.683902691511387
"7","ita","PSUD","1","2","0.5385","0.6923","1",15,0.779761904761905
"7","ita","PUD","3","2","0.2492","0.6282","3-4",15,0.638359788359788
"7","jpn","PSUD","5","2","0.8012","0.4828","5",8,0.688888888888889
"7","jpn","PUD","1","4","0.5278","0.6705","1",8,0.683035714285714
"7","kor","PSUD","7","2","0.8256","0.3487","6-7",34,0.477614379084967
"7","kor","PUD","7","2","0.8016","0.3561","6-7",34,0.451307189542484
"7","pol","PSUD","1","3","0.6177","0.7097","1",22,0.764393939393939
"7","pol","PUD","1","3","0.5342","0.6525","1",22,0.682088744588745
"7","por","PSUD","1","3","0.6465","0.5478","1",14,0.742488662131519
"7","por","PUD","2","5","0.4586","0.707","2",14,0.491383219954649
"7","rus","PSUD","1","2","0.6366","0.5565","1",27,0.658186360964139
"7","rus","PUD","2","5","0.5241","0.6341","2",27,0.589300411522634
"7","spa","PSUD","2","2","0.5798","0.7143","2",18,0.828703703703704
"7","spa","PUD","6","2","0.2999","0.6264","6-7",18,0.67228835978836
"7","swe","PSUD","5","3","0.5862","0.7382","5",20,0.777162698412698
"7","swe","PUD","2","5","0.5045","0.8201","2",20,0.62734126984127
"7","tha","PSUD","5","2","0.84","0.4","5",7,0.620634920634921
"7","tha","PUD","5","2","0.7396","0.4688","5",7,0.664739229024943
"7","tur","PSUD","7","3","0.7091","0.3956","6-7",35,0.423004535147392
"7","tur","PUD","7","3","0.7061","0.4074","6-7",35,0.469829931972789
"7","zho","PSUD","6","5","0.4887","0.8191","6-7",18,0.548611111111111
"7","zho","PUD","2","5","0.446","0.8484","2",18,0.543540564373898
"70","jpn","PSUD","5","4","0.6996","0.1009","5",2,0.937131039046989
"70","jpn","PUD","3","6","0.5134","0.0988","3-4",2,0.943597639504719
"8","ara","PSUD","5","3","0.6631","0.4641","5",32,0.733149662837163
"8","ara","PUD","5","3","0.6149","0.4456","5",32,0.697777049339549
"8","ces","PSUD","5","2","0.68","0.5492","5",26,0.758914162760317
"8","ces","PUD","1","6","0.5233","0.7573","1",26,0.703483055406132
"8","deu","PSUD","5","5","0.5033","0.6631","5",24,0.63992118992119
"8","deu","PUD","6","6","0.3862","0.7894","6-7",24,0.451809764309764
"8","eng","PSUD","5","3","0.6336","0.4741","5",24,0.715093008843009
"8","eng","PUD","2","6","0.4617","0.8145","2",24,0.614793771043771
"8","fin","PSUD","5","2","0.698","0.5221","5",46,0.760810566245349
"8","fin","PUD","4","3","0.5915","0.4093","3-4",46,0.691813621161447
"8","fra","PSUD","1","3","0.6504","0.5637","1",16,0.872577942890443
"8","fra","PUD","1","5","0.5115","0.6342","1",16,0.71417905011655
"8","hin","PSUD","7","3","0.7766","0.3598","6-7",22,0.52788196651833
"8","hin","PUD","5","2","0.6145","0.439","5",22,0.6105451366815
"8","ind","PSUD","5","2","0.7641","0.4921","5",41,0.750603867677038
"8","ind","PUD","5","2","0.6828","0.4956","5",41,0.72309682187731
"8","isl","PSUD","4","4","0.6827","0.001","3-4",31,0.854170023524862
"8","isl","PUD","1","6","0.5291","0.7754","1",31,0.728370554177006
"8","ita","PSUD","1","2","0.5701","0.6118","1",18,0.781986531986532
"8","ita","PUD","2","5","0.501","0.7317","2",18,0.71705948372615
"8","jpn","PSUD","5","2","0.6216","0.3784","5",4,0.395687645687646
"8","jpn","PUD","5","4","0.3812","0.676","5",4,0.680113636363636
"8","kor","PSUD","7","3","0.775","0.3656","6-7",51,0.546262234497529
"8","kor","PUD","7","3","0.7666","0.3618","6-7",51,0.526793467969939
"8","pol","PSUD","5","2","0.6968","0.5506","5",35,0.781558441558442
"8","pol","PUD","1","2","0.6129","0.5337","1",35,0.747509157509157
"8","por","PSUD","1","3","0.6804","0.5656","1",17,0.838694638694639
"8","por","PUD","1","2","0.3783","0.5526","1",17,0.677124183006536
"8","rus","PSUD","4","3","0.6659","0.4705","3-4",44,0.811803600439964
"8","rus","PUD","1","5","0.5565","0.7489","1",44,0.771881401426856
"8","spa","PSUD","5","2","0.714","0.5147","5",14,0.756743256743257
"8","spa","PUD","1","4","0.5311","0.4422","1",14,0.646103896103896
"8","swe","PSUD","1","2","0.691","0.6","1",29,0.81947171602344
"8","swe","PUD","2","5","0.4777","0.8196","2",29,0.668341237306755
"8","tha","PSUD","5","2","0.7028","0.5169","5",18,0.763409738409738
"8","tha","PUD","5","2","0.6617","0.4815","5",18,0.724569412069412
"8","tur","PSUD","7","3","0.7733","0.3669","6-7",49,0.555915173262112
"8","tur","PUD","7","4","0.7586","0.3719","6-7",49,0.563829820972678
"8","zho","PSUD","2","6","0.4823","0.8229","2",30,0.591138861138861
"8","zho","PUD","2","6","0.4722","0.6713","2",30,0.595706423206423
"9","ara","PSUD","6","5","0.7355","0.5081","6-7",23,0.821052821826836
"9","ara","PUD","5","2","0.6961","0.462","5",23,0.77774212818259
"9","ces","PSUD","2","6","0.5092","0.7041","2",43,0.699013675631261
"9","ces","PUD","2","7","0.4471","0.7481","2",43,0.626094141243005
"9","deu","PSUD","2","7","0.4775","0.7461","2",28,0.658109408904466
"9","deu","PUD","4","3","0.5079","0.3099","3-4",28,0.532475725725481
"9","eng","PSUD","5","2","0.6788","0.4903","5",24,0.77996995481805
"9","eng","PUD","2","7","0.4346","0.6723","2",24,0.601795338587278
"9","fin","PSUD","2","2","0.6185","0.5443","2",54,0.792965876704815
"9","fin","PUD","2","7","0.5162","0.6788","2",54,0.747092451577691
"9","fra","PSUD","1","2","0.5346","0.6296","1",15,0.823702498779989
"9","fra","PUD","1","2","0.3212","0.5191","1",15,0.684325901609061
"9","hin","PSUD","7","2","0.8174","0.2959","6-7",19,0.509819230803279
"9","hin","PUD","7","3","0.755","0.3368","6-7",19,0.59040496714446
"9","ind","PSUD","5","2","0.8001","0.4643","5",27,0.819403056373297
"9","ind","PUD","4","3","0.6519","0.3663","3-4",27,0.79127143690217
"9","isl","PSUD","6","5","0.7235","0.5427","6-7",40,0.824668735595299
"9","isl","PUD","2","6","0.4894","0.7184","2",40,0.727771160218961
"9","ita","PSUD","5","2","0.7029","0.4951","5",17,0.791567680404056
"9","ita","PUD","1","7","0.4687","0.6798","1",17,0.67572344853212
"9","jpn","PSUD","5","2","0.8442","0.3784","5",6,0.720410034051569
"9","jpn","PUD","5","4","0.5809","0.3889","5",6,0.748823760294888
"9","kor","PSUD","7","3","0.7851","0.3149","6-7",49,0.509403136505617
"9","kor","PUD","7","3","0.795","0.3101","6-7",49,0.520585691004762
"9","pol","PSUD","5","3","0.6734","0.4815","5",43,0.800815463123692
"9","pol","PUD","4","5","0.5673","0.2013","3-4",43,0.785297102451378
"9","por","PSUD","1","2","0.6883","0.5714","1",17,0.833413807461239
"9","por","PUD","1","3","0.4471","0.5951","1",17,0.738404599494238
"9","rus","PSUD","5","2","0.6847","0.511","5",38,0.789201983703132
"9","rus","PUD","6","5","0.6102","0.4945","6-7",38,0.752749921368118
"9","spa","PSUD","1","5","0.6125","0.7401","1",19,0.857415356298889
"9","spa","PUD","1","3","0.4111","0.5806","1",19,0.709461308649903
"9","swe","PSUD","1","2","0.633","0.5459","1",37,0.794126178958558
"9","swe","PUD","2","7","0.4724","0.6199","2",37,0.680065281371174
"9","tha","PSUD","5","2","0.7529","0.5217","5",14,0.84433116804232
"9","tha","PUD","1","2","0.6087","0.5217","1",14,0.817063101433368
"9","tur","PSUD","7","3","0.7534","0.3288","6-7",35,0.516722114203957
"9","tur","PUD","7","3","0.7391","0.3428","6-7",35,0.549972469587388
"9","zho","PSUD","5","2","0.7089","0.3905","5",24,0.600891499097277
"9","zho","PUD","5","3","0.535","0.3704","5",24,0.545030166303305
